modern_text,kjv_text
"This testimony is true. For this cause, reprove them sharply, that they may be sound in the faith,","This witness is true. Wherefore rebuke them sharply, that they may be sound in the faith; 
"
not paying attention to Jewish fables and commandments of men who turn away from the truth.,"Not giving heed to Jewish fables, and commandments of men, that turn from the truth. 
"
"To the pure, all things are pure; but to those who are defiled and unbelieving, nothing is pure; but both their mind and their conscience are defiled.","Unto the pure all things are pure: but unto them that are defiled and unbelieving is nothing pure; but even their mind and conscience is defiled. 
"
"They profess that they know God, but by their deeds they deny him, being abominable, disobedient, and unfit for any good work.","They profess that they know God; but in works they deny him, being abominable, and disobedient, and unto every good work reprobate. 
"
"But say the things which fit sound doctrine,","But speak thou the things which become sound doctrine: 
"
"that older men should be temperate, sensible, sober minded, sound in faith, in love, and in perseverance:","That the aged men be sober, grave, temperate, sound in faith, in charity, in patience. 
"
"and that older women likewise be reverent in behavior, not slanderers nor enslaved to much wine, teachers of that which is good;","The aged women likewise, that they be in behaviour as becometh holiness, not false accusers, not given to much wine, teachers of good things; 
"
"that they may train the young wives to love their husbands, to love their children,","That they may teach the young women to be sober, to love their husbands, to love their children, 
"
"to be sober minded, chaste, workers at home, kind, being in subjection to their own husbands, that God’s word may not be blasphemed.","To be discreet, chaste, keepers at home, good, obedient to their own husbands, that the word of God be not blasphemed. 
"
"Likewise, exhort the younger men to be sober minded;","Young men likewise exhort to be sober minded. 
"
"in all things showing yourself an example of good works; in your teaching showing integrity, seriousness, incorruptibility,","In all things shewing thyself a pattern of good works: in doctrine shewing uncorruptness, gravity, sincerity, 
"
"and soundness of speech that can’t be condemned; that he who opposes you may be ashamed, having no evil thing to say about us.","Sound speech, that cannot be condemned; that he that is of the contrary part may be ashamed, having no evil thing to say of you. 
"
"Exhort servants to be in subjection to their own masters, and to be well-pleasing in all things; not contradicting;","Exhort servants to be obedient unto their own masters, and to please them well in all things; not answering again; 
"
"not stealing, but showing all good fidelity; that they may adorn the doctrine of God, our Savior, in all things.","Not purloining, but shewing all good fidelity; that they may adorn the doctrine of God our Saviour in all things. 
"
"For the grace of God has appeared, bringing salvation to all men,","For the grace of God that bringeth salvation hath appeared to all men, 
"
"instructing us to the intent that, denying ungodliness and worldly lusts, we would live soberly, righteously, and godly in this present age;","Teaching us that, denying ungodliness and worldly lusts, we should live soberly, righteously, and godly, in this present world; 
"
"looking for the blessed hope and appearing of the glory of our great God and Savior, Jesus Christ;","Looking for that blessed hope, and the glorious appearing of the great God and our Saviour Jesus Christ; 
"
"who gave himself for us, that he might redeem us from all iniquity, and purify for himself a people for his own possession, zealous for good works.","Who gave himself for us, that he might redeem us from all iniquity, and purify unto himself a peculiar people, zealous of good works. 
"
Say these things and exhort and reprove with all authority. Let no man despise you.,"These things speak, and exhort, and rebuke with all authority. Let no man despise thee. 
"
